Gender,Year,Divison,Team,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,Fouls,opp_FGM,opp_FGA,opp_3FG,opp_3FGA,opp_FT,opp_FTA,opp_PTS,opp_ORebs,opp_DRebs,opp_Tot Reb,opp_AST,opp_TO,opp_STL,opp_BLK,opp_Fouls,GP,Win,Loss,OREB%,DREB%,POSS,opp_POSS,AST%,PPP,opp_PPP,eFG%,opp_eFG%,TOV%,FTr,3PAr,STL%,BLK%,ORtg,DRtg,NetRtg
Men,2016,D1,Texas St.,53,119,14,32,29,39,149,23,57,80,25,14,8,4,38,41,111,12,32,34,42,128,19,48,67,16,17,10,5,33,2,2,0,0.32,0.75,128.525,128.95,0.4716981132075472,1.1593075277183427,0.9926328034121753,0.5042016806722689,0.42342342342342343,0.10892822408091811,0.3277310924369748,0.2689075630252101,0.062039550213260956,0.036036036036036036,115.93075277183426,99.26328034121752,16.66747243061674
Women,2017,D2,Fresno Pacific,86,236,22,77,47,62,241,50,92,142,36,71,33,7,78,99,253,17,51,45,65,260,67,106,173,49,86,38,14,82,4,2,2,0.32,0.58,286.45,302.875,0.4186046511627907,0.8413335660673765,0.8584399504746183,0.4110169491525424,0.424901185770751,0.24786175597835575,0.2627118644067797,0.326271186440678,0.10895583986793232,0.02766798418972332,84.13335660673765,85.84399504746183,-1.710638440724182
Women,2017,D2,Cal Poly Pomona,36,96,6,17,19,24,97,21,51,72,16,47,14,7,35,50,118,11,46,13,28,124,25,38,63,32,22,24,5,29,2,0,2,0.36,0.67,133.4,128.3,0.4444444444444444,0.7271364317841079,0.966484801247077,0.40625,0.4703389830508475,0.3523238380809595,0.25,0.17708333333333334,0.10911925175370225,0.059322033898305086,72.71364317841079,96.6484801247077,-23.93483694629691
Women,2016,D1,Denver,48,118,11,41,22,32,129,19,38,57,26,33,17,4,60,47,109,5,25,49,69,148,34,54,88,18,39,13,6,40,2,0,2,0.26,0.53,147.2,146.775,0.5416666666666666,0.876358695652174,1.0083461079884175,0.4533898305084746,0.4541284403669725,0.22418478260869568,0.2711864406779661,0.3474576271186441,0.11582353943110202,0.03669724770642202,87.63586956521739,100.83461079884175,-13.19874123362436
Men,2016,D3,Widener,30,67,8,20,3,7,71,13,30,43,19,10,6,3,20,17,55,3,22,11,19,48,11,27,38,9,14,2,1,15,1,1,0,0.33,0.73,67.325,67.025,0.6333333333333333,1.0545859636093575,0.7161506900410294,0.5074626865671642,0.33636363636363636,0.14853323431117713,0.1044776119402985,0.29850746268656714,0.08951883625512867,0.05454545454545454,105.45859636093576,71.61506900410293,33.84352735683282
Women,2017,D1,Southeast Mo. St.,75,193,19,55,19,29,188,51,92,143,50,59,32,9,44,59,176,16,47,25,42,159,33,72,105,31,55,31,20,36,3,2,1,0.41,0.74,214.77499999999998,217.95,0.6666666666666666,0.8753346525433594,0.729525120440468,0.4378238341968912,0.3806818181818182,0.27470608776626704,0.15025906735751296,0.2849740932642487,0.146822665749025,0.05113636363636364,87.53346525433594,72.9525120440468,14.580953210289138
Women,2016,D3,Baldwin Wallace,19,55,4,24,9,14,51,9,26,35,6,15,12,1,7,18,51,6,16,4,7,46,10,30,40,10,24,7,2,15,1,1,0,0.23,0.72,67.65,68.325,0.3157894736842105,0.7538802660753879,0.6732528357116722,0.38181818181818183,0.4117647058823529,0.22172949002217293,0.2545454545454545,0.43636363636363634,0.17563117453347968,0.0196078431372549,75.38802660753879,67.32528357116722,8.062743036371572
Women,2017,D2,Molloy,51,131,15,42,18,35,135,26,55,81,23,22,7,5,35,47,124,10,29,30,34,134,24,61,85,27,25,12,6,37,2,1,1,0.3,0.7,143.625,141.15,0.45098039215686275,0.9399477806788512,0.9493446687920651,0.44656488549618323,0.41935483870967744,0.15317667536988686,0.26717557251908397,0.32061068702290074,0.0495926319518243,0.04032258064516129,93.99477806788512,94.93446687920651,-0.939688811321389
Women,2016,D3,Viterbo,17,60,5,18,9,12,48,18,18,36,6,18,10,5,15,26,59,2,6,6,10,60,17,26,43,13,19,12,4,15,1,0,1,0.41,0.51,65.7,65.75,0.35294117647058826,0.730593607305936,0.9125475285171103,0.325,0.4576271186440678,0.273972602739726,0.2,0.3,0.1520912547528517,0.0847457627118644,73.0593607305936,91.25475285171103,-18.195392121117436
Men,2017,D3,Sul Ross St.,20,60,1,16,20,24,61,16,26,42,9,16,11,6,22,22,60,5,18,14,18,63,13,28,41,8,15,7,2,23,1,0,1,0.36,0.67,71.4,70.55,0.45,0.8543417366946778,0.892983699503898,0.3416666666666667,0.4083333333333333,0.22408963585434172,0.4,0.26666666666666666,0.1559177888022679,0.1,85.43417366946778,89.2983699503898,-3.864196280922016
Women,2017,D3,Averett,22,64,4,12,7,10,55,12,26,38,7,22,7,0,21,36,71,5,18,19,24,96,13,32,45,17,18,11,6,15,1,0,1,0.27,0.67,78.75,87.4,0.3181818181818182,0.6984126984126984,1.0983981693363845,0.375,0.5422535211267606,0.27936507936507937,0.15625,0.1875,0.08009153318077802,0.0,69.84126984126983,109.83981693363845,-39.99854709236861
Women,2016,D3,Lesley,32,108,5,27,17,31,86,14,22,36,8,40,11,1,42,71,133,14,35,45,57,201,45,68,113,46,32,23,6,36,2,0,2,0.17,0.33,148.725,147.075,0.25,0.5782484451168264,1.366649668536461,0.3194444444444444,0.5864661654135338,0.26895276517061695,0.28703703703703703,0.25,0.07479177290498046,0.007518796992481203,57.82484451168264,136.66496685364612,-78.84012234196348
Men,2017,D3,Edgewood,17,57,2,19,12,14,48,9,22,31,5,13,5,1,16,23,48,10,18,14,19,70,5,31,36,12,15,4,4,17,1,0,1,0.23,0.81,67.65,67.025,0.29411764705882354,0.7095343680709534,1.0443864229765012,0.3157894736842105,0.5833333333333334,0.19216555801921653,0.24561403508771928,0.3333333333333333,0.07459903021260723,0.020833333333333332,70.95343680709534,104.43864229765012,-33.485205490554776
Men,2017,D3,Baruch,28,53,6,13,14,17,76,6,26,32,16,16,4,2,14,26,59,8,24,13,14,73,6,19,25,15,12,5,0,17,1,1,0,0.24,0.81,71.075,71.65,0.5714285714285714,1.0692930003517411,1.01884159106769,0.5849056603773585,0.5084745762711864,0.22511431586352443,0.32075471698113206,0.24528301886792453,0.05582693649685973,0.03389830508474576,106.92930003517411,101.884159106769,5.045140928405104
Women,2017,D2,Western Wash.,1121,2420,201,551,702,878,3145,452,1105,1557,657,639,308,127,730,976,2548,206,740,498,683,2656,491,873,1364,532,621,291,96,843,42,32,10,0.34,0.69,3024.05,3002.425,0.5860838537020517,1.0399960318116432,0.8846182669009217,0.5047520661157024,0.42346938775510207,0.2113060299928903,0.3628099173553719,0.22768595041322315,0.10258374480628159,0.049843014128728415,103.99960318116432,88.46182669009217,15.537776491072151
Men,2016,D3,Yeshiva,812,1713,187,537,359,526,2170,234,747,981,473,500,259,95,572,792,1746,166,498,427,625,2177,321,762,1083,407,506,248,99,527,30,15,15,0.23,0.7,2228.85,2227.875,0.5825123152709359,0.9735962491868004,0.9771643382146664,0.528604786923526,0.5011454753722795,0.22433093299235032,0.3070636310566258,0.3134851138353765,0.11625427817987993,0.05441008018327606,97.35962491868004,97.71643382146664,-0.3568089027865966
Men,2016,D2,Columbus St.,133,269,21,73,69,100,356,53,101,154,46,45,19,16,75,126,272,29,84,59,88,340,61,92,153,48,45,28,12,82,4,4,0,0.37,0.62,308.5,297.8,0.3458646616541353,1.1539708265802269,1.1417058428475486,0.533457249070632,0.5165441176470589,0.1458670988654781,0.37174721189591076,0.27137546468401486,0.06380120886501008,0.058823529411764705,115.39708265802268,114.17058428475487,1.226498373267816
Women,2017,D1,Mississippi Val.,58,185,14,48,49,86,179,40,66,106,28,44,37,3,62,80,173,13,38,40,64,213,33,93,126,45,55,26,13,59,3,2,1,0.3,0.67,229.85000000000002,225.39999999999998,0.4827586206896552,0.7787687622362409,0.9449866903283053,0.35135135135135137,0.5,0.19142919295192515,0.4648648648648649,0.2594594594594595,0.16415261756876665,0.017341040462427744,77.8768762236241,94.49866903283053,-16.62179280920644
Women,2017,D2,Delta St.,42,110,3,20,19,26,106,27,33,60,21,22,14,2,39,36,81,8,28,26,38,106,14,41,55,17,29,10,7,26,2,1,1,0.4,0.7,117.35,114.05000000000001,0.5,0.9032807839795484,0.929416922402455,0.39545454545454545,0.49382716049382713,0.18747337025990626,0.23636363636363636,0.18181818181818182,0.12275317843051292,0.024691358024691357,90.32807839795484,92.9416922402455,-2.613613842290661
Men,2016,D3,Waynesburg,18,55,4,17,17,21,57,10,14,24,8,24,6,3,19,36,64,14,28,15,17,101,15,29,44,22,22,15,3,21,1,0,1,0.26,0.48,78.975,79.075,0.4444444444444444,0.7217473884140552,1.2772684160607017,0.36363636363636365,0.671875,0.3038936372269706,0.38181818181818183,0.3090909090909091,0.0758773316471704,0.046875,72.17473884140551,127.72684160607017,-55.55210276466465
Men,2016,D1,Savannah St.,38,109,13,41,29,47,118,24,55,79,16,35,11,2,38,59,123,11,31,15,25,144,16,54,70,26,24,15,9,42,2,1,1,0.31,0.77,142.325,142.875,0.42105263157894735,0.8290883541190937,1.0078740157480315,0.40825688073394495,0.524390243902439,0.24591603723871422,0.43119266055045874,0.3761467889908257,0.07699037620297462,0.016260162601626018,82.90883541190937,100.78740157480314,-17.878566162893776
Women,2017,D3,LaGrange,55,134,11,37,17,26,138,42,49,91,37,28,27,1,34,38,103,3,23,13,30,92,23,37,60,19,39,17,3,26,2,2,0,0.53,0.68,132.35,133.25,0.6727272727272727,1.0426898375519456,0.6904315196998124,0.45149253731343286,0.38349514563106796,0.21156025689459768,0.19402985074626866,0.27611940298507465,0.2026266416510319,0.009708737864077669,104.26898375519455,69.04315196998124,35.225831785213316
